Graph Info:	./input_data/sphere/t_11.txt	Number of Vertices	354296
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			Lipton-Tarjan Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)
0	166800	1.50459	1301.07	11	1.87111	3734.48	448	1.86449	4646.04
1	166764	1.50486	1379.28	7	1.99995	2475.77	539	1.99575	3250.86
2	140628	1.55179	1266.90	9	1.99994	2345.67	424	1.99635	3274.61
3	166800	1.50459	1390.70	11	1.87111	2366.85	501	1.86355	3212.52
4	181866	1.02533	1287.25	9	1.99994	2300.21	291	1.99667	3172.88
5	144690	1.60122	1343.08	5	1.99996	2297.02	138	1.99885	3314.26
6	178188	1.00459	1300.64	14	1.89294	2325.82	61	1.89247	3246.17
7	166800	1.50459	1327.07	11	1.99993	2324.40	467	1.99312	3146.56
8	177960	1.38108	1291.93	7	1.99995	2345.92	450	1.99258	3256.90
9	181866	1.02533	1335.72	11	1.99993	2298.32	281	1.99669	2996.15
10	166800	1.50459	1297.43	7	1.99995	2225.69	444	1.99624	3178.60
11	177924	1.38130	1302.69	11	1.99993	2319.44	548	1.99169	3059.85
12	146820	1.61772	1340.10	5	1.99996	2284.28	7	1.99992	3186.28
13	182208	1.34790	1304.10	7	1.99995	2279.32	854	1.98910	3246.67
14	176166	1.08225	1324.46	11	1.99993	2304.68	482	1.99325	3218.29
15	183528	1.03438	1379.24	5	1.99996	2357.53	137	1.99909	3291.09
16	184380	1.03788	1366.85	5	1.99996	2305.45	7	1.99992	3228.58
17	166404	1.50746	1381.11	7	1.99995	2311.74	549	1.99377	3098.67
18	178188	1.00459	1307.84	5	1.99996	2294.40	403	1.99744	3281.85
19	181866	1.02533	1380.88	5	1.99996	2317.64	232	1.99883	3150.14
20	144306	1.59921	1306.98	5	1.99996	2257.78	211	1.99784	3140.55
21	142020	1.55991	1296.76	5	1.99996	2319.56	279	1.99842	2993.20
22	166404	1.50746	1312.10	13	1.79945	2325.55	540	1.79328	3236.21
23	171918	1.10666	1310.35	12	1.78015	2333.79	14	1.78010	3048.80
24	140628	1.55179	1297.80	5	1.99996	2324.34	426	1.99730	3190.47
25	182208	1.34790	1317.45	7	1.99995	2246.54	499	1.99198	3201.30
26	166404	1.50746	1310.15	13	1.83758	2366.10	636	1.82979	3022.48
27	178188	1.00459	1356.09	9	1.99994	2273.23	429	1.90204	3295.66
28	171918	1.10666	1478.13	11	1.99993	2472.57	20	1.99983	3454.17
29	146772	1.61747	1541.34	5	1.99996	2629.37	16	1.99987	3942.58
30	178188	1.00459	1382.83	5	1.99996	2367.41	482	1.99570	4258.17
31	184146	1.03699	1373.90	5	1.99996	2386.84	56	1.99950	3131.79
